order_item_id,order_id,product_id,quantity,unit_price_aed,discount_pct,line_total_aed
13172,4435,176,4,97.05,5,368.79
13173,4436,37,3,2308.86,0,6926.58
13174,4436,230,4,98.53,0,394.12
13175,4436,110,2,578.28,20,925.25
13176,4437,376,2,194.29,0,388.58
13177,4437,364,1,434.88,20,347.9
13178,4437,100,2,224.44,10,403.99
13179,4437,289,1,407.43,10,366.69
13180,4437,88,4,360.59,0,1442.36
13181,4438,12,3,2226.2,0,6678.6
13182,4438,302,4,1109.67,0,4438.68
13183,4439,235,4,77.88,5,295.94
13184,4440,56,4,2748.4,5,10443.92
13185,4440,98,3,213.77,0,641.31
13186,4440,113,1,636.58,15,541.09
13187,4440,290,3,1120.71,0,3362.13
13188,4441,242,4,1836.24,20,5875.97
13189,4441,285,2,2312.88,5,4394.47
13190,4441,327,2,421.35,0,842.7
13191,4441,223,4,42.98,0,171.92
13192,4441,353,3,132.29,0,396.87
13193,4442,328,2,189.98,0,379.96
13194,4442,242,4,1836.24,10,6610.46
13195,4442,24,2,3924.35,0,7848.7
13196,4442,311,2,2601.35,0,5202.7
13197,4442,175,3,124.7,0,374.1
13198,4443,246,4,958.58,15,3259.17
13199,4443,2,3,3611.63,0,10834.89
13200,4443,323,3,401.44,20,963.46
13201,4444,116,2,451.84,0,903.68
13202,4444,135,1,599.55,0,599.55
13203,4444,114,4,433.52,5,1647.38
13204,4445,344,1,424.14,0,424.14
13205,4445,167,4,135.51,15,460.73
13206,4445,162,4,30.67,10,110.41
13207,4445,82,2,510.39,0,1020.78
13208,4445,314,4,335.86,5,1276.27
13209,4446,268,3,2355.07,5,6711.95
13210,4446,340,1,426.02,5,404.72
13211,4446,263,4,717.03,0,2868.12
13212,4447,335,3,204.23,10,551.42
13213,4447,19,2,305.44,0,610.88
13214,4447,66,4,2571.16,0,10284.64
13215,4447,367,3,379.92,15,968.8
13216,4447,191,1,94.43,0,94.43
13217,4448,87,3,169.97,5,484.41
13218,4448,260,2,1640.38,0,3280.76
13219,4448,122,1,477.51,15,405.88
13220,4449,90,4,289.18,0,1156.72
13221,4449,246,1,958.58,5,910.65
13222,4449,40,1,3282.53,0,3282.53
13223,4449,129,1,543.88,0,543.88
13224,4450,151,4,751.49,20,2404.77
13225,4451,126,3,261.33,0,783.99
13226,4451,93,1,311.97,0,311.97
13227,4451,204,2,63.82,0,127.64
13228,4451,37,2,2308.86,0,4617.72
13229,4452,49,1,4052.79,10,3647.51
13230,4452,393,3,72.46,5,206.51
13231,4452,170,4,111.89,0,447.56
13232,4452,64,4,3533.34,0,14133.36
13233,4452,266,2,452.96,0,905.92
13234,4453,381,3,58.67,0,176.01
13235,4453,84,1,192.1,15,163.28
13236,4453,220,2,131.87,5,250.55
13237,4453,209,1,149.6,0,149.6
13238,4454,117,2,720.22,5,1368.42
13239,4454,265,3,89.71,5,255.67
13240,4454,125,1,631.95,10,568.76
13241,4454,187,3,105.91,5,301.84
13242,4455,134,3,448.92,0,1346.76
13243,4455,254,3,2006.93,5,5719.75
13244,4455,18,4,1181.17,0,4724.68
13245,4455,339,4,474.36,10,1707.7
13246,4456,280,3,1389.99,0,4169.97
13247,4457,66,3,2571.16,10,6942.13
13248,4457,184,1,100.81,5,95.77
13249,4457,26,1,4513.5,5,4287.82
13250,4457,88,2,360.59,5,685.12
13251,4458,272,3,799.43,10,2158.46
13252,4458,82,1,510.39,5,484.87
13253,4458,369,4,35.59,0,142.36
13254,4458,298,2,1601.8,15,2723.06
13255,4459,365,2,127.63,0,255.26
13256,4459,14,4,1155.06,0,4620.24
13257,4459,64,4,3533.34,10,12720.02
13258,4459,36,3,1604.84,5,4573.79
13259,4459,210,2,43.46,0,86.92
13260,4460,145,1,310.88,15,264.25
13261,4460,190,3,51.93,5,148.0
13262,4460,50,3,2049.33,10,5533.19
13263,4460,100,4,224.44,15,763.1
13264,4460,324,1,82.72,10,74.45
13265,4461,44,4,1926.85,10,6936.66
13266,4461,183,1,83.45,0,83.45
13267,4462,335,3,204.23,0,612.69
13268,4463,347,3,247.2,0,741.6
13269,4463,370,4,121.72,15,413.85
13270,4464,241,1,964.81,10,868.33
13271,4464,370,2,121.72,10,219.1
13272,4464,70,1,303.03,5,287.88
13273,4465,335,1,204.23,5,194.02
13274,4465,52,1,4746.34,15,4034.39
13275,4466,89,1,389.26,0,389.26
13276,4466,248,3,421.14,0,1263.42
13277,4466,390,3,405.29,0,1215.87
13278,4466,67,4,882.1,10,3175.56
13279,4466,341,1,97.43,0,97.43
13280,4467,119,4,342.1,0,1368.4
13281,4467,27,2,1534.37,15,2608.43
13282,4468,183,4,83.45,10,300.42
13283,4468,201,1,85.22,15,72.44
13284,4468,57,2,1331.39,0,2662.78
13285,4468,132,2,62.83,10,113.09
13286,4468,85,2,422.63,0,845.26
13287,4469,283,1,350.82,15,298.2
13288,4469,271,1,1645.33,5,1563.06
13289,4470,92,4,63.15,0,252.6
13290,4470,338,1,193.81,20,155.05
13291,4471,93,3,311.97,0,935.91
13292,4472,349,1,411.12,0,411.12
13293,4472,392,1,181.23,0,181.23
13294,4472,214,1,62.78,5,59.64
13295,4473,101,2,551.28,10,992.3
13296,4473,271,4,1645.33,0,6581.32
13297,4473,294,1,1505.92,5,1430.62
13298,4474,287,1,1360.01,5,1292.01
13299,4474,273,3,1017.28,0,3051.84
13300,4474,12,2,2226.2,5,4229.78
13301,4475,256,3,2710.24,15,6911.11
13302,4475,181,3,56.09,0,168.27
13303,4475,120,3,677.88,0,2033.64
13304,4475,182,4,89.04,10,320.54
13305,4476,6,1,4468.49,0,4468.49
13306,4476,158,2,554.88,10,998.78
13307,4477,385,1,126.65,0,126.65
13308,4477,224,2,85.23,5,161.94
13309,4477,116,2,451.84,15,768.13
13310,4478,302,1,1109.67,0,1109.67
13311,4478,76,3,1171.31,5,3338.23
13312,4478,301,1,2451.29,5,2328.73
13313,4478,161,1,133.07,5,126.42
13314,4479,77,1,1649.8,5,1567.31
13315,4480,7,2,1464.78,5,2783.08
13316,4481,187,1,105.91,10,95.32
13317,4481,343,2,316.33,15,537.76
13318,4482,53,4,3210.57,10,11558.05
13319,4482,18,3,1181.17,0,3543.51
13320,4482,126,4,261.33,10,940.79
13321,4483,305,3,617.15,0,1851.45
13322,4483,246,2,958.58,0,1917.16
13323,4483,285,4,2312.88,10,8326.37
13324,4484,143,4,357.37,10,1286.53
13325,4484,147,1,191.41,0,191.41
13326,4484,191,1,94.43,5,89.71
13327,4484,81,2,653.33,0,1306.66
13328,4484,273,1,1017.28,0,1017.28
13329,4485,54,4,4013.26,5,15250.39
13330,4485,38,3,4598.2,0,13794.6
13331,4485,20,2,2159.8,10,3887.64
13332,4485,21,1,3723.5,5,3537.32
13333,4486,58,3,4075.24,0,12225.72
13334,4486,245,1,2470.02,0,2470.02
13335,4487,339,4,474.36,0,1897.44
13336,4487,178,3,116.7,10,315.09
13337,4488,109,3,82.71,0,248.13
13338,4488,71,2,892.84,20,1428.54
13339,4489,46,4,3985.37,20,12753.18
13340,4489,277,2,2161.38,0,4322.76
13341,4489,64,2,3533.34,0,7066.68
13342,4490,69,1,2876.27,15,2444.83
13343,4490,297,4,2090.07,0,8360.28
13344,4490,295,4,728.96,0,2915.84
13345,4491,399,2,214.66,10,386.39
13346,4491,259,4,1032.67,10,3717.61
13347,4491,347,3,247.2,0,741.6
13348,4491,110,1,578.28,0,578.28
13349,4492,312,3,2081.83,10,5620.94
13350,4492,241,2,964.81,0,1929.62
13351,4492,154,1,94.73,0,94.73
13352,4492,44,3,1926.85,5,5491.52
13353,4492,217,1,44.23,5,42.02
13354,4493,315,4,2247.54,0,8990.16
13355,4493,3,1,2030.86,20,1624.69
13356,4493,19,4,305.44,0,1221.76
13357,4493,350,3,229.96,15,586.4
13358,4493,39,2,3702.31,0,7404.62
13359,4494,258,4,1824.08,0,7296.32
13360,4494,357,3,422.12,0,1266.36
13361,4494,316,2,2442.49,0,4884.98
13362,4494,248,2,421.14,0,842.28
13363,4494,74,4,4279.99,0,17119.96
13364,4495,253,3,709.13,5,2021.02
13365,4496,149,1,657.21,0,657.21
13366,4496,9,1,944.8,5,897.56
13367,4496,180,2,21.93,10,39.47
13368,4496,300,3,1465.35,0,4396.05
13369,4496,387,3,132.01,10,356.43
13370,4497,355,2,428.99,0,857.98
13371,4498,159,4,660.92,5,2511.5
13372,4498,307,1,2099.21,10,1889.29
13373,4498,179,3,72.73,0,218.19
13374,4498,361,1,299.24,20,239.39
13375,4498,40,2,3282.53,10,5908.55
13376,4499,128,2,593.17,15,1008.39
13377,4499,398,1,77.59,10,69.83
13378,4499,147,4,191.41,0,765.64
13379,4499,181,1,56.09,10,50.48
13380,4500,396,4,142.52,10,513.07
13381,4500,153,3,544.99,20,1307.98
13382,4500,96,3,163.18,0,489.54
13383,4500,155,2,173.01,0,346.02
13384,4500,221,2,74.96,15,127.43
13385,4501,371,3,39.39,0,118.17
13386,4501,280,3,1389.99,10,3752.97
13387,4501,44,3,1926.85,15,4913.47
13388,4501,51,2,3620.54,10,6516.97
13389,4501,6,2,4468.49,0,8936.98
13390,4502,112,1,687.88,10,619.09
13391,4502,70,4,303.03,0,1212.12
13392,4502,41,3,1741.35,0,5224.05
13393,4503,325,4,290.43,5,1103.63
13394,4503,326,1,301.4,10,271.26
13395,4503,238,2,9.53,0,19.06
13396,4504,304,3,912.9,15,2327.9
13397,4505,260,2,1640.38,0,3280.76
13398,4505,52,2,4746.34,0,9492.68
13399,4506,225,3,7.11,10,19.2
13400,4507,324,1,82.72,0,82.72
13401,4507,105,4,547.43,0,2189.72
13402,4507,210,3,43.46,0,130.38
13403,4507,296,1,715.9,0,715.9
13404,4508,169,4,55.65,0,222.6
13405,4508,93,2,311.97,0,623.94
13406,4508,132,4,62.83,0,251.32
13407,4508,207,1,46.9,5,44.56
13408,4508,324,1,82.72,0,82.72
13409,4509,310,3,226.01,0,678.03
13410,4509,241,3,964.81,20,2315.54
13411,4509,328,2,189.98,20,303.97
13412,4510,125,3,631.95,0,1895.85
13413,4510,253,1,709.13,0,709.13
13414,4510,128,1,593.17,15,504.19
13415,4511,14,1,1155.06,5,1097.31
13416,4512,13,4,2352.59,5,8939.84
13417,4512,279,4,1508.62,10,5431.03
13418,4512,181,3,56.09,10,151.44
13419,4513,8,2,1197.63,0,2395.26
13420,4513,346,2,315.96,10,568.73
13421,4513,288,1,2250.58,0,2250.58
13422,4513,42,1,708.18,10,637.36
13423,4513,195,3,133.56,20,320.54
13424,4514,55,2,605.77,0,1211.54
13425,4514,3,1,2030.86,0,2030.86
13426,4514,385,1,126.65,5,120.32
13427,4515,10,4,4746.8,0,18987.2
13428,4516,90,2,289.18,0,578.36
13429,4517,142,4,92.76,0,371.04
13430,4517,338,4,193.81,0,775.24
13431,4517,400,1,50.02,0,50.02
13432,4518,170,2,111.89,0,223.78
13433,4519,236,4,99.78,0,399.12
13434,4519,350,4,229.96,0,919.84
13435,4519,315,3,2247.54,0,6742.62
13436,4519,355,2,428.99,15,729.28
13437,4519,194,4,115.78,0,463.12
13438,4520,212,4,132.0,10,475.2
13439,4520,339,1,474.36,5,450.64
13440,4520,125,3,631.95,0,1895.85
13441,4521,400,2,50.02,5,95.04
13442,4521,369,3,35.59,0,106.77
13443,4521,396,4,142.52,0,570.08
13444,4522,133,2,84.1,0,168.2
13445,4522,231,3,61.17,10,165.16
13446,4522,374,4,89.06,0,356.24
13447,4522,173,2,60.92,0,121.84
13448,4523,21,2,3723.5,5,7074.65
13449,4523,185,1,148.65,0,148.65
13450,4523,392,2,181.23,0,362.46
13451,4524,316,2,2442.49,10,4396.48
13452,4524,285,4,2312.88,0,9251.52
13453,4524,246,2,958.58,0,1917.16
13454,4524,103,1,548.06,15,465.85
13455,4525,199,1,115.85,0,115.85
13456,4525,204,3,63.82,5,181.89
13457,4525,205,3,121.4,0,364.2
13458,4526,355,1,428.99,0,428.99
13459,4526,391,4,33.34,0,133.36
13460,4526,143,3,357.37,15,911.29
13461,4527,216,2,7.62,0,15.24
13462,4527,363,2,204.09,15,346.95
13463,4527,189,3,88.34,10,238.52
13464,4527,234,2,67.64,0,135.28
13465,4528,288,3,2250.58,0,6751.74
13466,4529,307,4,2099.21,0,8396.84
13467,4529,203,3,41.96,0,125.88
13468,4529,33,1,2400.57,0,2400.57
13469,4529,229,3,19.76,5,56.32
13470,4529,343,3,316.33,15,806.64
13471,4530,181,1,56.09,0,56.09
13472,4530,30,4,4117.11,10,14821.6
13473,4530,205,3,121.4,10,327.78
13474,4530,238,3,9.53,5,27.16
13475,4530,343,2,316.33,0,632.66
13476,4531,207,4,46.9,10,168.84
13477,4531,198,2,66.34,5,126.05
13478,4532,294,3,1505.92,10,4065.98
13479,4532,38,2,4598.2,0,9196.4
13480,4532,10,4,4746.8,5,18037.84
13481,4532,268,4,2355.07,5,8949.27
13482,4533,197,3,25.69,0,77.07
13483,4533,204,2,63.82,10,114.88
13484,4533,85,3,422.63,15,1077.71
13485,4534,254,4,2006.93,10,7224.95
13486,4534,6,3,4468.49,5,12735.2
13487,4535,25,2,3804.34,0,7608.68
13488,4535,244,3,2867.7,5,8172.94
13489,4535,47,4,1829.5,0,7318.0
13490,4536,237,4,28.49,0,113.96
13491,4537,304,4,912.9,5,3469.02
13492,4538,6,4,4468.49,10,16086.56
13493,4538,191,4,94.43,0,377.72
13494,4538,248,4,421.14,0,1684.56
13495,4538,154,1,94.73,0,94.73
13496,4539,74,2,4279.99,5,8131.98
13497,4539,299,3,1327.2,5,3782.52
13498,4539,115,4,453.74,0,1814.96
13499,4539,326,1,301.4,10,271.26
13500,4540,353,4,132.29,0,529.16
13501,4541,393,1,72.46,10,65.21
13502,4541,148,1,291.32,10,262.19
13503,4541,385,2,126.65,5,240.64
13504,4541,40,2,3282.53,15,5580.3
13505,4542,73,1,3037.29,0,3037.29
13506,4542,267,1,2797.11,5,2657.25
13507,4543,284,1,977.19,0,977.19
13508,4543,334,4,319.08,10,1148.69
13509,4543,170,3,111.89,0,335.67
13510,4543,56,3,2748.4,0,8245.2
13511,4544,112,2,687.88,0,1375.76
13512,4544,60,2,4304.28,5,8178.13
13513,4544,88,4,360.59,0,1442.36
13514,4544,203,4,41.96,5,159.45
13515,4544,309,2,2208.5,0,4417.0
13516,4545,314,1,335.86,15,285.48
13517,4545,29,2,3726.64,0,7453.28
13518,4546,236,4,99.78,15,339.25
13519,4546,130,2,586.14,0,1172.28
13520,4547,358,4,474.27,5,1802.23
13521,4547,25,2,3804.34,0,7608.68
13522,4547,276,1,2069.3,0,2069.3
13523,4547,374,4,89.06,0,356.24
13524,4548,145,4,310.88,15,1056.99
13525,4548,4,1,934.36,0,934.36
13526,4549,85,4,422.63,0,1690.52
13527,4549,209,4,149.6,0,598.4
13528,4549,8,2,1197.63,0,2395.26
13529,4549,277,4,2161.38,0,8645.52
13530,4550,26,4,4513.5,10,16248.6
13531,4550,330,1,341.88,10,307.69
13532,4550,24,1,3924.35,0,3924.35
13533,4550,48,4,946.65,10,3407.94
13534,4550,371,4,39.39,0,157.56
13535,4551,379,1,404.87,15,344.14
13536,4551,286,2,1121.34,0,2242.68
13537,4551,321,4,486.68,0,1946.72
13538,4551,333,2,169.84,0,339.68
13539,4551,38,3,4598.2,20,11035.68
13540,4552,37,2,2308.86,15,3925.06
13541,4552,127,4,631.3,0,2525.2
13542,4552,57,1,1331.39,5,1264.82
13543,4552,374,3,89.06,10,240.46
13544,4552,21,4,3723.5,0,14894.0
13545,4553,387,2,132.01,0,264.02
13546,4553,283,1,350.82,0,350.82
13547,4553,175,3,124.7,5,355.4
13548,4553,220,1,131.87,5,125.28
13549,4553,303,2,1666.45,10,2999.61
13550,4554,307,1,2099.21,15,1784.33
13551,4554,292,1,662.36,0,662.36
13552,4554,133,4,84.1,0,336.4
13553,4555,257,3,922.64,0,2767.92
13554,4555,210,1,43.46,0,43.46
13555,4555,48,3,946.65,0,2839.95
13556,4555,174,4,66.26,0,265.04
13557,4555,215,3,62.52,10,168.8
13558,4556,358,2,474.27,0,948.54
13559,4556,41,4,1741.35,0,6965.4
13560,4556,85,1,422.63,15,359.24
13561,4556,102,2,179.27,15,304.76
13562,4557,95,1,540.59,5,513.56
13563,4557,76,3,1171.31,0,3513.93
13564,4557,235,1,77.88,15,66.2
13565,4557,243,3,1493.13,0,4479.39
13566,4558,363,1,204.09,5,193.89
13567,4559,289,3,407.43,5,1161.18
13568,4560,103,4,548.06,0,2192.24
13569,4560,33,1,2400.57,5,2280.54
13570,4561,268,1,2355.07,10,2119.56
13571,4561,307,2,2099.21,10,3778.58
13572,4562,360,2,403.62,0,807.24
13573,4562,183,4,83.45,0,333.8
13574,4563,273,3,1017.28,5,2899.25
13575,4564,107,2,122.82,0,245.64
13576,4564,228,3,109.43,15,279.05
13577,4564,287,3,1360.01,20,3264.02
13578,4564,328,2,189.98,0,379.96
13579,4564,303,4,1666.45,0,6665.8
13580,4565,115,2,453.74,0,907.48
13581,4566,308,2,2508.66,0,5017.32
13582,4566,60,2,4304.28,0,8608.56
13583,4566,368,3,384.64,0,1153.92
13584,4566,246,1,958.58,5,910.65
13585,4567,397,4,117.39,0,469.56
13586,4567,239,2,67.02,0,134.04
13587,4567,350,4,229.96,10,827.86
13588,4567,364,3,434.88,0,1304.64
13589,4568,100,4,224.44,0,897.76
13590,4568,211,2,119.89,20,191.82
13591,4569,373,2,67.52,0,135.04
13592,4570,48,2,946.65,20,1514.64
13593,4570,172,4,63.88,15,217.19
13594,4570,342,2,304.39,0,608.78
13595,4570,395,4,335.81,15,1141.75
13596,4571,98,3,213.77,5,609.24
13597,4571,143,1,357.37,0,357.37
13598,4572,316,1,2442.49,5,2320.37
13599,4572,74,4,4279.99,10,15407.96
13600,4572,136,1,117.54,15,99.91
13601,4572,68,3,3792.5,0,11377.5
13602,4573,351,4,275.84,0,1103.36
13603,4573,171,4,81.61,5,310.12
13604,4573,55,1,605.77,0,605.77
13605,4573,133,2,84.1,0,168.2
13606,4574,357,1,422.12,0,422.12
13607,4574,56,3,2748.4,10,7420.68
13608,4574,265,1,89.71,15,76.25
13609,4574,373,3,67.52,15,172.18
13610,4575,353,1,132.29,0,132.29
13611,4575,56,3,2748.4,5,7832.94
13612,4576,365,3,127.63,0,382.89
13613,4577,142,4,92.76,5,352.49
13614,4577,128,2,593.17,20,949.07
13615,4577,276,2,2069.3,0,4138.6
13616,4578,394,2,241.67,0,483.34
13617,4578,286,2,1121.34,0,2242.68
13618,4579,12,1,2226.2,0,2226.2
13619,4580,246,3,958.58,0,2875.74
13620,4580,75,1,3752.18,0,3752.18
13621,4580,192,1,54.8,0,54.8
13622,4580,296,4,715.9,0,2863.6
13623,4581,172,2,63.88,20,102.21
13624,4581,314,4,335.86,10,1209.1
13625,4581,14,1,1155.06,15,981.8
13626,4582,148,4,291.32,15,990.49
13627,4582,354,4,278.24,20,890.37
13628,4582,268,3,2355.07,0,7065.21
13629,4582,312,1,2081.83,0,2081.83
13630,4582,57,2,1331.39,5,2529.64
13631,4583,388,3,368.69,20,884.86
13632,4584,218,1,80.41,10,72.37
13633,4584,139,4,481.53,10,1733.51
13634,4584,86,2,347.95,15,591.52
13635,4585,91,2,734.04,0,1468.08
13636,4585,252,1,1858.25,10,1672.42
13637,4586,54,1,4013.26,0,4013.26
13638,4586,226,1,137.7,20,110.16
13639,4586,304,3,912.9,15,2327.9
13640,4586,85,4,422.63,0,1690.52
13641,4586,70,4,303.03,10,1090.91
13642,4587,214,4,62.78,0,251.12
13643,4588,45,2,2776.75,0,5553.5
13644,4588,6,4,4468.49,5,16980.26
13645,4588,136,3,117.54,0,352.62
13646,4589,14,1,1155.06,0,1155.06
13647,4589,264,1,2500.39,0,2500.39
13648,4589,288,3,2250.58,15,5738.98
13649,4589,354,4,278.24,5,1057.31
13650,4590,136,2,117.54,0,235.08
13651,4591,229,1,19.76,5,18.77
13652,4591,361,3,299.24,0,897.72
13653,4591,102,3,179.27,0,537.81
13654,4591,285,1,2312.88,0,2312.88
13655,4592,100,3,224.44,0,673.32
13656,4592,324,2,82.72,0,165.44
13657,4592,83,3,103.53,5,295.06
13658,4592,274,4,1698.1,5,6452.78
13659,4592,342,1,304.39,15,258.73
13660,4593,76,2,1171.31,0,2342.62
13661,4594,339,3,474.36,0,1423.08
13662,4594,79,3,2641.16,0,7923.48
13663,4594,185,1,148.65,15,126.35
13664,4595,327,2,421.35,0,842.7
13665,4595,335,2,204.23,0,408.46
13666,4595,106,4,534.73,0,2138.92
13667,4596,342,1,304.39,0,304.39
13668,4596,19,1,305.44,5,290.17
13669,4597,54,4,4013.26,0,16053.04
13670,4597,197,3,25.69,20,61.66
13671,4597,336,2,458.09,5,870.37
13672,4597,132,3,62.83,0,188.49
13673,4598,92,2,63.15,15,107.35
13674,4598,168,2,19.38,10,34.88
13675,4598,193,1,102.32,20,81.86
13676,4599,113,1,636.58,15,541.09
13677,4600,359,2,35.34,0,70.68
13678,4600,3,3,2030.86,0,6092.58
13679,4600,61,4,3529.21,10,12705.16
13680,4600,340,3,426.02,0,1278.06
13681,4601,365,2,127.63,0,255.26
13682,4601,123,2,381.68,5,725.19
13683,4601,376,1,194.29,0,194.29
13684,4602,125,3,631.95,0,1895.85
13685,4602,342,1,304.39,0,304.39
13686,4602,276,1,2069.3,0,2069.3
13687,4602,180,3,21.93,10,59.21
13688,4602,282,3,217.72,5,620.5
13689,4603,379,3,404.87,0,1214.61
13690,4603,293,4,673.27,0,2693.08
13691,4603,394,2,241.67,0,483.34
13692,4604,262,2,919.41,0,1838.82
13693,4604,120,2,677.88,5,1287.97
13694,4604,348,2,278.69,20,445.9
13695,4604,157,3,682.88,10,1843.78
13696,4605,38,2,4598.2,0,9196.4
13697,4605,397,3,117.39,20,281.74
13698,4606,276,2,2069.3,10,3724.74
13699,4606,125,1,631.95,10,568.76
13700,4607,295,1,728.96,10,656.06
13701,4608,259,3,1032.67,15,2633.31
13702,4608,349,4,411.12,5,1562.26
13703,4608,63,3,3021.23,0,9063.69
13704,4608,358,1,474.27,0,474.27
13705,4609,63,4,3021.23,15,10272.18
13706,4609,5,3,3303.84,0,9911.52
13707,4610,276,2,2069.3,0,4138.6
13708,4611,40,4,3282.53,15,11160.6
13709,4611,323,1,401.44,0,401.44
13710,4612,81,3,653.33,0,1959.99
13711,4613,11,4,4112.32,10,14804.35
13712,4613,313,1,895.31,10,805.78
13713,4613,198,3,66.34,0,199.02
13714,4613,15,1,3193.32,0,3193.32
13715,4613,252,2,1858.25,5,3530.68
13716,4614,53,2,3210.57,20,5136.91
13717,4614,139,2,481.53,20,770.45
13718,4614,351,2,275.84,5,524.1
13719,4614,184,2,100.81,10,181.46
13720,4614,20,4,2159.8,10,7775.28
13721,4615,108,1,217.28,10,195.55
13722,4615,17,1,2126.11,0,2126.11
13723,4615,304,3,912.9,10,2464.83
13724,4615,3,1,2030.86,0,2030.86
13725,4616,321,1,486.68,5,462.35
13726,4616,348,1,278.69,5,264.76
13727,4616,35,2,4796.54,0,9593.08
13728,4616,174,1,66.26,0,66.26
13729,4617,281,4,2755.41,20,8817.31
13730,4617,339,3,474.36,10,1280.77
13731,4618,308,4,2508.66,10,9031.18
13732,4618,265,3,89.71,0,269.13
13733,4618,173,2,60.92,5,115.75
13734,4618,134,1,448.92,5,426.47
13735,4618,182,2,89.04,0,178.08
13736,4619,342,4,304.39,10,1095.8
13737,4619,163,3,40.94,0,122.82
13738,4619,194,3,115.78,5,329.97
13739,4620,149,3,657.21,0,1971.63
13740,4620,331,3,109.99,5,313.47
13741,4620,129,1,543.88,5,516.69
13742,4620,157,1,682.88,10,614.59
13743,4620,32,1,424.0,5,402.8
13744,4621,250,4,1001.05,10,3603.78
13745,4621,228,2,109.43,0,218.86
13746,4622,357,2,422.12,0,844.24
13747,4622,314,2,335.86,0,671.72
13748,4622,372,1,87.27,15,74.18
13749,4622,32,2,424.0,20,678.4
13750,4622,360,3,403.62,15,1029.23
13751,4623,161,3,133.07,15,339.33
13752,4623,274,3,1698.1,15,4330.15
13753,4623,341,4,97.43,0,389.72
13754,4624,392,3,181.23,0,543.69
13755,4624,64,1,3533.34,0,3533.34
13756,4625,27,4,1534.37,0,6137.48
13757,4625,129,2,543.88,15,924.6
13758,4625,1,3,356.81,5,1016.91
13759,4625,273,4,1017.28,0,4069.12
13760,4626,394,4,241.67,0,966.68
13761,4626,396,1,142.52,5,135.39
13762,4626,154,4,94.73,0,378.92
13763,4627,318,3,2455.81,10,6630.69
13764,4627,300,3,1465.35,0,4396.05
13765,4628,390,2,405.29,20,648.46
13766,4629,354,1,278.24,0,278.24
13767,4629,121,4,81.94,0,327.76
13768,4630,15,3,3193.32,0,9579.96
13769,4630,338,2,193.81,0,387.62
13770,4630,132,2,62.83,5,119.38
13771,4630,186,1,106.72,0,106.72
13772,4630,368,3,384.64,0,1153.92
13773,4631,151,1,751.49,5,713.92
13774,4631,203,4,41.96,5,159.45
13775,4631,182,1,89.04,0,89.04
13776,4632,362,2,239.29,0,478.58
13777,4632,339,4,474.36,0,1897.44
13778,4632,149,1,657.21,5,624.35
13779,4633,207,1,46.9,5,44.56
13780,4634,211,2,119.89,5,227.79
13781,4634,274,3,1698.1,0,5094.3
13782,4634,249,4,1824.28,15,6202.55
13783,4634,228,4,109.43,10,393.95
13784,4634,368,4,384.64,0,1538.56
13785,4635,259,2,1032.67,0,2065.34
13786,4635,55,1,605.77,0,605.77
13787,4635,112,2,687.88,0,1375.76
13788,4635,74,3,4279.99,20,10271.98
13789,4636,311,3,2601.35,5,7413.85
13790,4636,152,3,743.68,5,2119.49
13791,4636,217,2,44.23,0,88.46
13792,4637,272,3,799.43,0,2398.29
13793,4638,129,2,543.88,0,1087.76
13794,4638,61,1,3529.21,0,3529.21
13795,4639,166,4,101.25,0,405.0
13796,4639,49,4,4052.79,0,16211.16
13797,4639,383,4,218.22,5,829.24
13798,4639,177,1,129.16,0,129.16
13799,4640,385,1,126.65,0,126.65
13800,4640,342,3,304.39,0,913.17
13801,4640,196,3,69.53,0,208.59
13802,4640,188,3,115.74,0,347.22
13803,4640,387,2,132.01,0,264.02
13804,4641,372,4,87.27,0,349.08
13805,4641,272,3,799.43,0,2398.29
13806,4641,325,1,290.43,10,261.39
13807,4642,316,3,2442.49,10,6594.72
13808,4642,79,1,2641.16,5,2509.1
13809,4642,383,3,218.22,0,654.66
13810,4642,1,1,356.81,0,356.81
13811,4642,35,4,4796.54,15,16308.24
13812,4643,304,2,912.9,15,1551.93
13813,4643,136,4,117.54,0,470.16
13814,4644,87,1,169.97,20,135.98
13815,4644,210,2,43.46,20,69.54
13816,4644,169,3,55.65,5,158.6
13817,4644,161,2,133.07,0,266.14
13818,4644,381,1,58.67,5,55.74
13819,4645,39,2,3702.31,5,7034.39
13820,4646,382,4,129.72,5,492.94
13821,4647,251,2,617.97,0,1235.94
13822,4647,14,4,1155.06,0,4620.24
13823,4647,272,3,799.43,0,2398.29
13824,4647,271,4,1645.33,10,5923.19
13825,4647,40,4,3282.53,0,13130.12
13826,4648,253,2,709.13,5,1347.35
13827,4648,69,2,2876.27,15,4889.66
13828,4648,267,3,2797.11,5,7971.76
13829,4648,30,2,4117.11,5,7822.51
13830,4648,2,2,3611.63,0,7223.26
13831,4649,210,2,43.46,0,86.92
13832,4649,387,3,132.01,0,396.03
13833,4649,152,1,743.68,5,706.5
13834,4650,375,3,174.47,0,523.41
13835,4650,248,2,421.14,10,758.05
13836,4650,332,3,160.16,0,480.48
13837,4650,393,4,72.46,0,289.84
13838,4651,97,1,103.5,0,103.5
13839,4651,371,2,39.39,0,78.78
13840,4651,117,2,720.22,0,1440.44
13841,4651,307,1,2099.21,10,1889.29
13842,4652,364,4,434.88,10,1565.57
